Year,Category,Nominee,Info,Won
1994 (67th),Actress Supporting,Helen Mirren,The Madness of King George {'Queen Charlotte'},NO
1994 (67th),Actress Supporting,Uma Thurman,Pulp Fiction {'Mia'},NO
1994 (67th),Actress Supporting,Jennifer Tilly,Bullets Over Broadway {'Olive Neal'},NO
1994 (67th),Actress Supporting,Dianne Wiest,Bullets Over Broadway {'Helen Sinclair'},YES
1993 (66th),Actress Supporting,Holly Hunter,The Firm {'Tammy Hemphill'},NO
1993 (66th),Actress Supporting,Anna Paquin,The Piano {'Flora'},YES
1993 (66th),Actress Supporting,Rosie Perez,Fearless {'Carla Rodrigo'},NO
1993 (66th),Actress Supporting,Winona Ryder,The Age of Innocence {'May Welland'},NO
1993 (66th),Actress Supporting,Emma Thompson,In the Name of the Father {'Gareth Peirce'},NO
1992 (65th),Actress Supporting,Judy Davis,Husbands and Wives {'Sally'},NO
1992 (65th),Actress Supporting,Joan Plowright,Enchanted April {'Mrs. Fisher'},NO
1992 (65th),Actress Supporting,Vanessa Redgrave,Howards End {'Ruth Wilcox'},NO
1992 (65th),Actress Supporting,Miranda Richardson,Damage {'Ingrid'},NO
1992 (65th),Actress Supporting,Marisa Tomei,My Cousin Vinny {'Mona Lisa Vito'},YES
1991 (64th),Actress Supporting,Diane Ladd,Rambling Rose {'Mother'},NO
1991 (64th),Actress Supporting,Juliette Lewis,Cape Fear {'Danielle Bowden'},NO
1991 (64th),Actress Supporting,Kate Nelligan,The Prince of Tides {'Lila Wingo Newbury'},NO
1991 (64th),Actress Supporting,Mercedes Ruehl,The Fisher King {'Anne'},YES
1991 (64th),Actress Supporting,Jessica Tandy,Fried Green Tomatoes {'Ninny Threadgoode'},NO
1990 (63rd),Actress Supporting,Annette Bening,The Grifters {'Myra Langtry'},NO
1990 (63rd),Actress Supporting,Lorraine Bracco,Good Fellas {'Karen Hill'},NO
1990 (63rd),Actress Supporting,Whoopi Goldberg,Ghost {'Oda Mae Brown'},YES
1990 (63rd),Actress Supporting,Diane Ladd,Wild at Heart {'Marietta Fortune'},NO
1990 (63rd),Actress Supporting,Mary McDonnell,Dances with Wolves {'Stands With A Fist'},NO
1989 (62nd),Actress Supporting,Brenda Fricker,My Left Foot {'Mrs. Brown'},YES
1989 (62nd),Actress Supporting,Anjelica Huston,"Enemies, A Love Story {'Tamara'}",NO
1989 (62nd),Actress Supporting,Lena Olin,"Enemies, A Love Story {'Masha'}",NO
1989 (62nd),Actress Supporting,Julia Roberts,Steel Magnolias {'Shelby Eatenton'},NO
1989 (62nd),Actress Supporting,Dianne Wiest,Parenthood {'Helen'},NO
1988 (61st),Actress Supporting,Joan Cusack,Working Girl {'Cyn'},NO
1988 (61st),Actress Supporting,Geena Davis,The Accidental Tourist {'Muriel'},YES
1988 (61st),Actress Supporting,Frances McDormand,Mississippi Burning {'Mrs. Pell'},NO
1988 (61st),Actress Supporting,Michelle Pfeiffer,Dangerous Liaisons {'Madame de Tourvel'},NO
1988 (61st),Actress Supporting,Sigourney Weaver,Working Girl {'Katharine Parker'},NO
1987 (60th),Actress Supporting,Norma Aleandro,Gaby - A True Story {'Florencia'},NO
1987 (60th),Actress Supporting,Anne Archer,Fatal Attraction {'Beth Gallagher'},NO
1987 (60th),Actress Supporting,Olympia Dukakis,Moonstruck {'Rose Castorini'},YES
1987 (60th),Actress Supporting,Anne Ramsey,Throw Momma from the Train {'Momma'},NO
1987 (60th),Actress Supporting,Ann Sothern,The Whales of August {'Tisha Doughty'},NO
1986 (59th),Actress Supporting,Tess Harper,Crimes of the Heart {'Chick Boyle'},NO
1986 (59th),Actress Supporting,Piper Laurie,Children of a Lesser God {'Mrs. Norman'},NO
1986 (59th),Actress Supporting,Mary Elizabeth Mastrantonio,The Color of Money {'Carmen'},NO
1986 (59th),Actress Supporting,Maggie Smith,A Room with a View {'Charlotte Bartlett'},NO
1986 (59th),Actress Supporting,Dianne Wiest,Hannah and Her Sisters {'Holly'},YES
1985 (58th),Actress Supporting,Margaret Avery,The Color Purple {'Shug Avery'},NO
1985 (58th),Actress Supporting,Anjelica Huston,Prizzi's Honor {'Maerose Prizzi'},YES
1985 (58th),Actress Supporting,Amy Madigan,Twice in a Lifetime {'Sunny Sobel'},NO
1985 (58th),Actress Supporting,Meg Tilly,Agnes of God {'Sister Agnes'},NO
1985 (58th),Actress Supporting,Oprah Winfrey,The Color Purple {'Sofia'},NO
1984 (57th),Actress Supporting,Peggy Ashcroft,A Passage to India {'Mrs. Moore'},YES
1984 (57th),Actress Supporting,Glenn Close,The Natural {'Iris'},NO
1984 (57th),Actress Supporting,Lindsay Crouse,Places in the Heart {'Margaret Lomax'},NO
1984 (57th),Actress Supporting,Christine Lahti,Swing Shift {'Hazel Zanussi'},NO
1984 (57th),Actress Supporting,Geraldine Page,The Pope of Greenwich Village {'Mrs. Ritter'},NO
1983 (56th),Actress Supporting,Cher,Silkwood {'Dolly Pelliker'},NO
1983 (56th),Actress Supporting,Glenn Close,The Big Chill {'Sarah'},NO
1983 (56th),Actress Supporting,Linda Hunt,The Year of Living Dangerously {'Billy Kwan'},YES
1983 (56th),Actress Supporting,Amy Irving,Yentl {'Hadaas'},NO
1983 (56th),Actress Supporting,Alfre Woodard,Cross Creek {'Geechee'},NO
1982 (55th),Actress Supporting,Glenn Close,The World According to Garp {'Jenny Fields'},NO
1982 (55th),Actress Supporting,Teri Garr,Tootsie {'Sandy Lester'},NO
1982 (55th),Actress Supporting,Jessica Lange,Tootsie {'Julie Nichols'},YES
1982 (55th),Actress Supporting,Kim Stanley,Frances {'Lillian Farmer'},NO
1982 (55th),Actress Supporting,Lesley Ann Warren,Victor/Victoria {'Norma'},NO
1981 (54th),Actress Supporting,Melinda Dillon,Absence of Malice {'Teresa'},NO
1981 (54th),Actress Supporting,Jane Fonda,On Golden Pond {'Chelsea Thayer Wayne'},NO
1981 (54th),Actress Supporting,Joan Hackett,Only When I Laugh {'Toby Landau'},NO
1981 (54th),Actress Supporting,Elizabeth McGovern,Ragtime {'Evelyn Nesbit'},NO
1981 (54th),Actress Supporting,Maureen Stapleton,Reds {'Emma Goldman'},YES
1980 (53rd),Actress Supporting,Eileen Brennan,Private Benjamin {'Captain Doreen Lewis'},NO
1980 (53rd),Actress Supporting,Eva Le Gallienne,Resurrection {'Grandma Pearl'},NO
1980 (53rd),Actress Supporting,Cathy Moriarty,Raging Bull {'Vicki LaMotta'},NO
1980 (53rd),Actress Supporting,Diana Scarwid,Inside Moves {'Louise'},NO
1980 (53rd),Actress Supporting,Mary Steenburgen,Melvin and Howard {'Lynda Dummar'},YES
1979 (52nd),Actress Supporting,Jane Alexander,Kramer vs. Kramer {'Margaret Phelps'},NO
1979 (52nd),Actress Supporting,Barbara Barrie,Breaking Away {'Mrs. Stohler'},NO
1979 (52nd),Actress Supporting,Candice Bergen,Starting Over {'Jessica Potter'},NO
1979 (52nd),Actress Supporting,Mariel Hemingway,Manhattan {'Tracy'},NO
1979 (52nd),Actress Supporting,Meryl Streep,Kramer vs. Kramer {'Joanna Kramer'},YES
1978 (51st),Actress Supporting,Dyan Cannon,Heaven Can Wait {'Julia Farnsworth'},NO
1978 (51st),Actress Supporting,Penelope Milford,Coming Home {'Viola Munson'},NO
1978 (51st),Actress Supporting,Maggie Smith,California Suite {'Diana Barrie'},YES
1978 (51st),Actress Supporting,Maureen Stapleton,Interiors {'Pearl'},NO
1978 (51st),Actress Supporting,Meryl Streep,The Deer Hunter {'Linda'},NO
1977 (50th),Actress Supporting,Leslie Browne,The Turning Point {'Emilia Rodgers'},NO
1977 (50th),Actress Supporting,Quinn Cummings,The Goodbye Girl {'Lucy McFadden'},NO
1977 (50th),Actress Supporting,Melinda Dillon,Close Encounters of the Third Kind {'Jillian Guiler'},NO
1977 (50th),Actress Supporting,Vanessa Redgrave,Julia {'Julia'},YES
1977 (50th),Actress Supporting,Tuesday Weld,Looking for Mr. Goodbar {'Katherine Dunn'},NO
1976 (49th),Actress Supporting,Jane Alexander,All the President's Men {'The Bookkeeper'},NO
1976 (49th),Actress Supporting,Jodie Foster,Taxi Driver {'Iris'},NO
1976 (49th),Actress Supporting,Lee Grant,Voyage of the Damned {'Lilian Rosen'},NO
1976 (49th),Actress Supporting,Piper Laurie,Carrie {'Margaret White'},NO
1976 (49th),Actress Supporting,Beatrice Straight,Network {'Louise Schumacher'},YES
1975 (48th),Actress Supporting,Ronee Blakley,Nashville {'Barbara Jean'},NO
1975 (48th),Actress Supporting,Lee Grant,Shampoo {'Felicia Karpf'},YES
1975 (48th),Actress Supporting,Sylvia Miles,"Farewell, My Lovely {'Mrs. Florian'}",NO
1975 (48th),Actress Supporting,Lily Tomlin,Nashville {'Linnea Reese'},NO
1975 (48th),Actress Supporting,Brenda Vaccaro,Jacqueline Susann's Once Is Not Enough {'Linda'},NO
1974 (47th),Actress Supporting,Ingrid Bergman,Murder on the Orient Express {'Greta Ohlsson'},YES
1974 (47th),Actress Supporting,Valentina Cortese,Day for Night {'Severine'},NO
1974 (47th),Actress Supporting,Madeline Kahn,Blazing Saddles {'Lili Von Shtupp'},NO
1974 (47th),Actress Supporting,Diane Ladd,Alice Doesn't Live Here Anymore {'Flo'},NO
1974 (47th),Actress Supporting,Talia Shire,The Godfather Part II {'Connie Corleone'},NO
1973 (46th),Actress Supporting,Linda Blair,The Exorcist {'Regan MacNeil'},NO
1973 (46th),Actress Supporting,Candy Clark,American Graffiti {'Debbie'},NO
1973 (46th),Actress Supporting,Madeline Kahn,Paper Moon {'Trixie Delight'},NO
1973 (46th),Actress Supporting,Tatum O'Neal,Paper Moon {'Addie Loggins'},YES
1973 (46th),Actress Supporting,Sylvia Sidney,"Summer Wishes, Winter Dreams {'Mrs. Pritchett'}",NO
1972 (45th),Actress Supporting,Jeannie Berlin,The Heartbreak Kid {'Lila'},NO
1972 (45th),Actress Supporting,Eileen Heckart,Butterflies Are Free {'Mrs. Baker'},YES
1972 (45th),Actress Supporting,Geraldine Page,Pete 'n' Tillie {'Gertrude'},NO
1972 (45th),Actress Supporting,Susan Tyrrell,Fat City {'Oma'},NO
1972 (45th),Actress Supporting,Shelley Winters,The Poseidon Adventure {'Belle Rosen'},NO
1971 (44th),Actress Supporting,Ann-Margret,Carnal Knowledge {'Bobbie'},NO
1971 (44th),Actress Supporting,Ellen Burstyn,The Last Picture Show {'Lois Farrow'},NO
1971 (44th),Actress Supporting,Barbara Harris,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me? {'Allison'},NO
1971 (44th),Actress Supporting,Cloris Leachman,The Last Picture Show {'Ruth Popper'},YES
1971 (44th),Actress Supporting,Margaret Leighton,The Go-Between {'Mrs. Maudsley'},NO
1970 (43rd),Actress Supporting,Karen Black,Five Easy Pieces {'Rayette Dipesto'},NO
1970 (43rd),Actress Supporting,Lee Grant,The Landlord {'Mrs. Enders'},NO
1970 (43rd),Actress Supporting,Helen Hayes,Airport {'Ada Quonsett'},YES
1970 (43rd),Actress Supporting,Sally Kellerman,M*A*S*H {'Major Margaret 'Hot Lips' Houlihan'},NO
1970 (43rd),Actress Supporting,Maureen Stapleton,Airport {'Inez Guerrero'},NO
1969 (42nd),Actress Supporting,Catherine Burns,Last Summer {'Rhoda'},NO
1969 (42nd),Actress Supporting,Dyan Cannon,Bob & Carol & Ted & Alice {'Alice Henderson'},NO
1969 (42nd),Actress Supporting,Goldie Hawn,Cactus Flower {'Toni Simmons'},YES
1969 (42nd),Actress Supporting,Sylvia Miles,Midnight Cowboy {'Cass'},NO
1969 (42nd),Actress Supporting,Susannah York,"They Shoot Horses, Don't They? {'Alice'}",NO
1968 (41st),Actress Supporting,Lynn Carlin,Faces {'Maria Forst'},NO
1968 (41st),Actress Supporting,Ruth Gordon,Rosemary's Baby {'Minnie Castevet'},YES
1968 (41st),Actress Supporting,Sondra Locke,The Heart Is a Lonely Hunter {'Mick Kelly'},NO
1968 (41st),Actress Supporting,Kay Medford,Funny Girl {'Rose Brice'},NO
1968 (41st),Actress Supporting,Estelle Parsons,"Rachel, Rachel {'Calla Mackie'}",NO
1967 (40th),Actress Supporting,Carol Channing,Thoroughly Modern Millie {'Muzzy Van Hossmere'},NO
1967 (40th),Actress Supporting,Mildred Natwick,Barefoot in the Park {'Mrs. Ethel Banks'},NO
1967 (40th),Actress Supporting,Estelle Parsons,Bonnie and Clyde {'Blanche Barrow'},YES
1967 (40th),Actress Supporting,Beah Richards,Guess Who's Coming to Dinner {'Mrs. Prentice'},NO
1967 (40th),Actress Supporting,Katharine Ross,The Graduate {'Elaine Robinson'},NO
1966 (39th),Actress Supporting,Sandy Dennis,Who's Afraid of Virginia Woolf? {'Honey'},YES
1966 (39th),Actress Supporting,Wendy Hiller,A Man for All Seasons {'Alice More'},NO
1966 (39th),Actress Supporting,Jocelyne Lagarde,Hawaii {'Malama'},NO
1966 (39th),Actress Supporting,Vivien Merchant,Alfie {'Lily'},NO
1966 (39th),Actress Supporting,Geraldine Page,You're a Big Boy Now {'Margary Chanticleer'},NO
1965 (38th),Actress Supporting,Ruth Gordon,Inside Daisy Clover {'The Dealer'},NO
1965 (38th),Actress Supporting,Joyce Redman,Othello {'Emilia'},NO
1965 (38th),Actress Supporting,Maggie Smith,Othello {'Desdemona'},NO
1965 (38th),Actress Supporting,Shelley Winters,A Patch of Blue {'Rose-Ann D'Arcey'},YES
1965 (38th),Actress Supporting,Peggy Wood,The Sound of Music {'Mother Abbess'},NO
1964 (37th),Actress Supporting,Gladys Cooper,My Fair Lady {'Mrs. Higgins'},NO
1964 (37th),Actress Supporting,Dame Edith Evans,The Chalk Garden {'Mrs. St. Maugham'},NO
1964 (37th),Actress Supporting,Grayson Hall,The Night of the Iguana {'Judith Fellowes'},NO
1964 (37th),Actress Supporting,Lila Kedrova,Zorba the Greek {'Madame Hortense'},YES
1964 (37th),Actress Supporting,Agnes Moorehead,"Hush...Hush, Sweet Charlotte {'Velma Cruther'}",NO
1963 (36th),Actress Supporting,Diane Cilento,Tom Jones {'Molly'},NO
1963 (36th),Actress Supporting,Dame Edith Evans,Tom Jones {'Miss Western'},NO
1963 (36th),Actress Supporting,Joyce Redman,Tom Jones {'Mrs. Waters'},NO
1963 (36th),Actress Supporting,Margaret Rutherford,The V.I.P.s {'Duchess of Brighton'},YES
1963 (36th),Actress Supporting,Lilia Skala,Lilies of the Field {'Mother Maria'},NO
1962 (35th),Actress Supporting,Mary Badham,To Kill a Mockingbird {'Scout Finch'},NO
1962 (35th),Actress Supporting,Patty Duke,The Miracle Worker {'Helen Keller'},YES
1962 (35th),Actress Supporting,Shirley Knight,Sweet Bird of Youth {'Heavenly Finley'},NO
1962 (35th),Actress Supporting,Angela Lansbury,The Manchurian Candidate {'Raymond's Mother'},NO
1962 (35th),Actress Supporting,Thelma Ritter,Birdman of Alcatraz {'Elizabeth Stroud'},NO
1961 (34th),Actress Supporting,Fay Bainter,The Children's Hour {'Mrs. Amelia Tilford'},NO
1961 (34th),Actress Supporting,Judy Garland,Judgment at Nuremberg {'Irene Hoffman'},NO
1961 (34th),Actress Supporting,Lotte Lenya,The Roman Spring of Mrs. Stone {'Countess Magda Terribili-Gonzales'},NO
1961 (34th),Actress Supporting,Una Merkel,Summer and Smoke {'Mrs. Winemiller'},NO
1961 (34th),Actress Supporting,Rita Moreno,West Side Story {'Anita'},YES
1960 (33rd),Actress Supporting,Glynis Johns,The Sundowners {'Mrs. Firth'},NO
1960 (33rd),Actress Supporting,Shirley Jones,Elmer Gantry {'Lulu Bains'},YES
1960 (33rd),Actress Supporting,Shirley Knight,The Dark at the Top of the Stairs {'Reenie'},NO
1960 (33rd),Actress Supporting,Janet Leigh,Psycho {'Marion Crane'},NO
1960 (33rd),Actress Supporting,Mary Ure,Sons and Lovers {'Clara Dawes'},NO
1959 (32nd),Actress Supporting,Hermione Baddeley,Room at the Top {'Elspeth'},NO
1959 (32nd),Actress Supporting,Susan Kohner,Imitation of Life {'Sarah Jane (age 18)'},NO
1959 (32nd),Actress Supporting,Juanita Moore,Imitation of Life {'Annie Johnson'},NO
1959 (32nd),Actress Supporting,Thelma Ritter,Pillow Talk {'Alma'},NO
1959 (32nd),Actress Supporting,Shelley Winters,The Diary of Anne Frank {'Mrs. Van Daan'},YES
1958 (31st),Actress Supporting,Peggy Cass,Auntie Mame {'Agnes Gooch'},NO
1958 (31st),Actress Supporting,Wendy Hiller,Separate Tables {'Pat Cooper'},YES
1958 (31st),Actress Supporting,Martha Hyer,Some Came Running {'Gwen French'},NO
1958 (31st),Actress Supporting,Maureen Stapleton,Lonelyhearts {'Fay Doyle'},NO
1958 (31st),Actress Supporting,Cara Williams,The Defiant Ones {'The Woman'},NO
1957 (30th),Actress Supporting,Carolyn Jones,The Bachelor Party {'The Existentialist'},NO
1957 (30th),Actress Supporting,Elsa Lanchester,Witness for the Prosecution {'Miss Plimsoll'},NO
1957 (30th),Actress Supporting,Hope Lange,Peyton Place {'Selena Cross'},NO
1957 (30th),Actress Supporting,Miyoshi Umeki,Sayonara {'Katsumi'},YES
1957 (30th),Actress Supporting,Diane Varsi,Peyton Place {'Allison MacKenzie'},NO
1956 (29th),Actress Supporting,Mildred Dunnock,Baby Doll {'Aunt Rose Comfort'},NO
1956 (29th),Actress Supporting,Eileen Heckart,The Bad Seed {'Mrs. Daigle'},NO
1956 (29th),Actress Supporting,Mercedes McCambridge,Giant {'Luz Benedict'},NO
1956 (29th),Actress Supporting,Patty McCormack,The Bad Seed {'Rhoda Penmark'},NO
1956 (29th),Actress Supporting,Dorothy Malone,Written on the Wind {'Marylee Hadley'},YES
1955 (28th),Actress Supporting,Betsy Blair,Marty {'Clara Snyder'},NO
1955 (28th),Actress Supporting,Peggy Lee,Pete Kelly's Blues {'Rose Hopkins'},NO
1955 (28th),Actress Supporting,Marisa Pavan,The Rose Tattoo {'Rosa Della Rose'},NO
1955 (28th),Actress Supporting,Jo Van Fleet,East of Eden {'Kate'},YES
1955 (28th),Actress Supporting,Natalie Wood,Rebel without a Cause {'Judy'},NO
1954 (27th),Actress Supporting,Nina Foch,Executive Suite {'Erica Martin'},NO
1954 (27th),Actress Supporting,Katy Jurado,Broken Lance {'Senora Devereaux'},NO
1954 (27th),Actress Supporting,Eva Marie Saint,On the Waterfront {'Edie Doyle'},YES
1954 (27th),Actress Supporting,Jan Sterling,The High and the Mighty {'Sally McKee'},NO
1954 (27th),Actress Supporting,Claire Trevor,The High and the Mighty {'Mary Holst'},NO
1953 (26th),Actress Supporting,Grace Kelly,Mogambo {'Linda Nordley'},NO
1953 (26th),Actress Supporting,Geraldine Page,Hondo {'Angie Lowe'},NO
1953 (26th),Actress Supporting,Marjorie Rambeau,Torch Song {'Mrs. Stewart'},NO
1953 (26th),Actress Supporting,Donna Reed,From Here to Eternity {'Lorene/Alma'},YES
1953 (26th),Actress Supporting,Thelma Ritter,Pickup on South Street {'Moe'},NO
1952 (25th),Actress Supporting,Gloria Grahame,The Bad and the Beautiful {'Rosemary Bartlow'},YES
1952 (25th),Actress Supporting,Jean Hagen,Singin' in the Rain {'Lina Lamont'},NO
1952 (25th),Actress Supporting,Terry Moore,"Come Back, Little Sheba {'Marie Loring'}",NO
1952 (25th),Actress Supporting,Thelma Ritter,With a Song in My Heart {'Clancy'},NO
1951 (24th),Actress Supporting,Joan Blondell,The Blue Veil {'Annie Rawlins'},NO
1951 (24th),Actress Supporting,Mildred Dunnock,Death of a Salesman {'Linda Loman'},NO
1951 (24th),Actress Supporting,Lee Grant,Detective Story {'A Shoplifter'},NO
1951 (24th),Actress Supporting,Kim Hunter,A Streetcar Named Desire {'Stella Kowalski'},YES
1951 (24th),Actress Supporting,Thelma Ritter,The Mating Season {'Ellen McNulty'},NO
1950 (23rd),Actress Supporting,Hope Emerson,Caged {'Evelyn Harper'},NO
1950 (23rd),Actress Supporting,Celeste Holm,All about Eve {'Karen Richards'},NO
1950 (23rd),Actress Supporting,Josephine Hull,Harvey {'Veta Louise Simmons'},YES
1950 (23rd),Actress Supporting,Nancy Olson,Sunset Blvd. {'Betty Schaefer'},NO
1950 (23rd),Actress Supporting,Thelma Ritter,All about Eve {'Birdie'},NO
1949 (22nd),Actress Supporting,Ethel Barrymore,Pinky {'Miss Em'},NO
1949 (22nd),Actress Supporting,Celeste Holm,Come to the Stable {'Sister Scholastica'},NO
1949 (22nd),Actress Supporting,Elsa Lanchester,Come to the Stable {'Miss Potts'},NO
1949 (22nd),Actress Supporting,Mercedes McCambridge,All the King's Men {'Sadie Burke'},YES
1949 (22nd),Actress Supporting,Ethel Waters,Pinky {'Granny'},NO
1948 (21st),Actress Supporting,Barbara Bel Geddes,I Remember Mama {'Katrin'},NO
1948 (21st),Actress Supporting,Ellen Corby,I Remember Mama {'Aunt Trina'},NO
1948 (21st),Actress Supporting,Agnes Moorehead,Johnny Belinda {'Aggie McDonald'},NO
1948 (21st),Actress Supporting,Jean Simmons,Hamlet {'Ophelia'},NO
1948 (21st),Actress Supporting,Claire Trevor,Key Largo {'Gaye'},YES
1947 (20th),Actress Supporting,Ethel Barrymore,The Paradine Case {'Lady Sophie Horfield'},NO
1947 (20th),Actress Supporting,Gloria Grahame,Crossfire {'Ginny Tremaine'},NO
1947 (20th),Actress Supporting,Celeste Holm,Gentleman's Agreement {'Anne'},YES
1947 (20th),Actress Supporting,Marjorie Main,The Egg and I {'Ma Kettle'},NO
1947 (20th),Actress Supporting,Anne Revere,Gentleman's Agreement {'Mrs. Green'},NO
1946 (19th),Actress Supporting,Ethel Barrymore,The Spiral Staircase {'Mrs. Warren'},NO
1946 (19th),Actress Supporting,Anne Baxter,The Razor's Edge {'Sophie MacDonald'},YES
1946 (19th),Actress Supporting,Lillian Gish,Duel in the Sun {'Belle McCanles'},NO
1946 (19th),Actress Supporting,Flora Robson,Saratoga Trunk {'Angelique Buiton'},NO
1946 (19th),Actress Supporting,Gale Sondergaard,Anna and the King of Siam {'Lady Thiang'},NO
1945 (18th),Actress Supporting,Eve Arden,Mildred Pierce {'Ida'},NO
1945 (18th),Actress Supporting,Ann Blyth,Mildred Pierce {'Veda Pierce'},NO
1945 (18th),Actress Supporting,Angela Lansbury,The Picture of Dorian Gray {'Sibyl Vane'},NO
1945 (18th),Actress Supporting,Joan Lorring,The Corn Is Green {'Bessie Watty'},NO
1945 (18th),Actress Supporting,Anne Revere,National Velvet {'Mrs. Brown'},YES
1944 (17th),Actress Supporting,Ethel Barrymore,None but the Lonely Heart {'Ma Mott'},YES
1944 (17th),Actress Supporting,Jennifer Jones,Since You Went Away {'Jane Hilton'},NO
1944 (17th),Actress Supporting,Angela Lansbury,Gaslight {'Nancy Oliver'},NO
1944 (17th),Actress Supporting,Aline MacMahon,Dragon Seed {'Ling's Wife'},NO
1944 (17th),Actress Supporting,Agnes Moorehead,Mrs. Parkington {'Aspacia Conti'},NO
1943 (16th),Actress Supporting,Gladys Cooper,The Song of Bernadette {'Sister Vauzous'},NO
1943 (16th),Actress Supporting,Paulette Goddard,So Proudly We Hail! {'Lieutenant Joan O'Doul'},NO
1943 (16th),Actress Supporting,Katina Paxinou,For Whom the Bell Tolls {'Pilar'},YES
1943 (16th),Actress Supporting,Anne Revere,The Song of Bernadette {'Louise Soubirous'},NO
1943 (16th),Actress Supporting,Lucile Watson,Watch on the Rhine {'Fanny Farrelly'},NO
1942 (15th),Actress Supporting,Gladys Cooper,"Now, Voyager {'Mrs. Vale'}",NO
1942 (15th),Actress Supporting,Agnes Moorehead,The Magnificent Ambersons {'Fanny Minafer'},NO
1942 (15th),Actress Supporting,Susan Peters,Random Harvest {'Kitty'},NO
1942 (15th),Actress Supporting,Dame May Whitty,Mrs. Miniver {'Lady Beldon'},NO
1942 (15th),Actress Supporting,Teresa Wright,Mrs. Miniver {'Carol Beldon'},YES
1941 (14th),Actress Supporting,Sara Allgood,How Green Was My Valley {'Mrs. Morgan'},NO
1941 (14th),Actress Supporting,Mary Astor,The Great Lie {'Sandra Kovak'},YES
1941 (14th),Actress Supporting,Patricia Collinge,The Little Foxes {'Birdie Hubbard'},NO
1941 (14th),Actress Supporting,Teresa Wright,The Little Foxes {'Alexandra Giddens'},NO
1941 (14th),Actress Supporting,Margaret Wycherly,Sergeant York {'Mother York'},NO
1940 (13th),Actress Supporting,Judith Anderson,Rebecca {'Mrs. Danvers'},NO
1940 (13th),Actress Supporting,Jane Darwell,The Grapes of Wrath {'Ma Joad'},YES
1940 (13th),Actress Supporting,Ruth Hussey,The Philadelphia Story {'Liz Imbrie'},NO
1940 (13th),Actress Supporting,Barbara O'Neil,"All This, and Heaven Too {'Duchesse de Praslin'}",NO
1940 (13th),Actress Supporting,Marjorie Rambeau,Primrose Path {'Mamie Adams'},NO
1939 (12th),Actress Supporting,Olivia de Havilland,Gone with the Wind {'Melanie Hamilton'},NO
1939 (12th),Actress Supporting,Geraldine Fitzgerald,Wuthering Heights {'Isabella'},NO
1939 (12th),Actress Supporting,Hattie McDaniel,Gone with the Wind {'Mammy'},YES
1939 (12th),Actress Supporting,Edna May Oliver,Drums along the Mohawk {'Sarah McKlennar'},NO
1939 (12th),Actress Supporting,Maria Ouspenskaya,"Love Affair {'Grandmother, Mme. Marnay'}",NO
1938 (11th),Actress Supporting,Fay Bainter,Jezebel {'Aunt Belle Massey'},YES
1938 (11th),Actress Supporting,Beulah Bondi,Of Human Hearts {'Mary Wilkins'},NO
1938 (11th),Actress Supporting,Billie Burke,Merrily We Live {'Mrs. Emily Kilbourne'},NO
1938 (11th),Actress Supporting,Spring Byington,You Can't Take It With You {'Penny Sycamore'},NO
1938 (11th),Actress Supporting,Miliza Korjus,The Great Waltz {'Carla Donner'},NO
1937 (10th),Actress Supporting,Alice Brady,In Old Chicago {'Molly O'Leary'},YES
1937 (10th),Actress Supporting,Andrea Leeds,Stage Door {'Kaye Hamilton'},NO
1937 (10th),Actress Supporting,Anne Shirley,Stella Dallas {'Laurel Dallas'},NO
1937 (10th),Actress Supporting,Claire Trevor,Dead End {'Francie'},NO
1937 (10th),Actress Supporting,Dame May Whitty,Night Must Fall {'Mrs. Bramson'},NO
1936 (9th),Actress Supporting,Beulah Bondi,The Gorgeous Hussy {'Rachel Jackson'},NO
1936 (9th),Actress Supporting,Alice Brady,My Man Godfrey {'Angelica Bullock'},NO
1936 (9th),Actress Supporting,Bonita Granville,These Three {'Mary Tilford'},NO
1936 (9th),Actress Supporting,Maria Ouspenskaya,Dodsworth {'Baroness von Obersdorf'},NO
1936 (9th),Actress Supporting,Gale Sondergaard,Anthony Adverse {'Faith Paleologue'},YES
2010 (83rd),Animated Feature Film,How to Train Your Dragon,Chris Sanders and Dean DeBlois,NO
2010 (83rd),Animated Feature Film,The Illusionist,Sylvain Chomet,NO
2010 (83rd),Animated Feature Film,Toy Story 3,Lee Unkrich,YES
2009 (82nd),Animated Feature Film,Coraline,Henry Selick,NO
2009 (82nd),Animated Feature Film,Fantastic Mr. Fox,Wes Anderson,NO
2009 (82nd),Animated Feature Film,The Princess and the Frog,John Musker and Ron Clements,NO
2009 (82nd),Animated Feature Film,The Secret of Kells,Tomm Moore,NO
2009 (82nd),Animated Feature Film,Up,Pete Docter,YES
2008 (81st),Animated Feature Film,Bolt,Chris Williams and Byron Howard,NO
2008 (81st),Animated Feature Film,Kung Fu Panda,John Stevenson and Mark Osborne,NO
2008 (81st),Animated Feature Film,WALL-E,Andrew Stanton,YES
2007 (80th),Animated Feature Film,Persepolis,Marjane Satrapi and Vincent Paronnaud,NO
2007 (80th),Animated Feature Film,Ratatouille,Brad Bird,YES
2007 (80th),Animated Feature Film,Surf's Up,Ash Brannon and Chris Buck,NO
2006 (79th),Animated Feature Film,Cars,John Lasseter,NO
2006 (79th),Animated Feature Film,Happy Feet,George Miller,YES
2006 (79th),Animated Feature Film,Monster House,Gil Kenan,NO
